ID,NOM,NOM_M,INSEE_COM,STATUT,POPULATION,INSEE_CAN,INSEE_ARR,INSEE_DEP,INSEE_REG,SIREN_EPCI
COMMUNE_0000000009740656,Ercé-près-Liffré,ERCE-PRES-LIFFRE,35107,Commune simple,1987,13,3,35,53,243500774
COMMUNE_0000000009738128,Belle-Isle-en-Terre,BELLE-ISLE-EN-TERRE,22005,Commune simple,1030,03,2,22,53,200067981
COMMUNE_0000000009736255,Coatréven,COATREVEN,22042,Commune simple,498,27,3,22,53,200065928
COMMUNE_0000000009737697,Saint-Derrien,SAINT-DERRIEN,29244,Commune simple,838,14,3,29,53,242900751
COMMUNE_0000000009739016,Saint-Connan,SAINT-CONNAN,22284,Commune simple,294,23,2,22,53,242200715
COMMUNE_0000000009742359,Loutehel,LOUTEHEL,35160,Commune simple,240,11,2,35,53,200043990
COMMUNE_0000000009743039,Lanester,LANESTER,56098,Commune simple,23026,07,1,56,53,200042174
COMMUNE_0000000009737256,Lampaul-Ploudalmézeau,LAMPAUL-PLOUDALMEZEAU,29099,Commune simple,825,18,1,29,53,242900074
COMMUNE_0000000009738137,Saint-Thégonnec Loc-Eguiner,SAINT-THEGONNEC LOC-EGUINER,29266,Commune simple,3089,17,3,29,53,242900835
COMMUNE_0000000009736741,Mantallot,MANTALLOT,22141,Commune simple,235,01,3,22,53,200065928
COMMUNE_0000000009744369,Saint-Armel,SAINT-ARMEL,56205,Commune simple,883,18,3,56,53,200067932
COMMUNE_0000000009736763,Plouescat,PLOUESCAT,29185,Commune simple,3528,26,3,29,53,200067072
COMMUNE_0000000009740705,Saint-Goazec,SAINT-GOAZEC,29249,Commune simple,721,06,2,29,53,242900561
COMMUNE_0000000009740292,Saint-Hervé,SAINT-HERVE,22300,Commune simple,401,10,4,22,53,200067460
COMMUNE_0000000009740684,La Prénessaye,LA PRENESSAYE,22255,Commune simple,874,09,4,22,53,200067460
COMMUNE_0000000009737705,Le Drennec,LE DRENNEC,29047,Commune simple,1926,15,1,29,53,242900553
COMMUNE_0000000009737677,Trégonneau,TREGONNEAU,22358,Commune simple,541,01,2,22,53,200067981
COMMUNE_0000000009741393,Marpiré,MARPIRE,35166,Commune simple,1018,27,1,35,53,200039022
COMMUNE_0000000009740263,Aubigné,AUBIGNE,35007,Commune simple,477,01,3,35,53,243500667
COMMUNE_0000000009735735,Trévou-Tréguignec,TREVOU-TREGUIGNEC,22379,Commune simple,1541,12,3,22,53,200065928
COMMUNE_0000000009737702,Saint-Méen,SAINT-MEEN,29255,Commune simple,940,15,1,29,53,242900793
COMMUNE_0000000009738987,Vildé-Guingalan,VILDE-GUINGALAN,22388,Commune simple,1276,04,1,22,53,200068989
COMMUNE_0000000009744038,La Trinité-Surzur,LA TRINITE-SURZUR,56259,Commune simple,1721,18,3,56,53,200067932
COMMUNE_0000000009736744,Tonquédec,TONQUEDEC,22340,Commune simple,1201,01,3,22,53,200065928
COMMUNE_0000000009739887,Allineuc,ALLINEUC,22001,Commune simple,596,10,4,22,53,200067460
COMMUNE_0000000009744051,Plouharnel,PLOUHARNEL,56168,Commune simple,2261,17,1,56,53,200043123
COMMUNE_0000000009737213,Pommerit-le-Vicomte,POMMERIT-LE-VICOMTE,22248,Commune simple,1834,05,2,22,53,200069086
COMMUNE_0000000009740647,Montreuil-des-Landes,MONTREUIL-DES-LANDES,35192,Commune simple,234,27,1,35,53,200039022
COMMUNE_0000000009739005,Saint-Brandan,SAINT-BRANDAN,22277,Commune simple,2295,15,4,22,53,200069409
COMMUNE_0000000009741450,Plogastel-Saint-Germain,PLOGASTEL-SAINT-GERMAIN,29167,Commune simple,2006,19,4,29,53,242900710
COMMUNE_0000000009743711,Arradon,ARRADON,56003,Commune simple,5685,20,3,56,53,200067932
COMMUNE_0000000009743366,Riantec,RIANTEC,56193,Commune simple,5772,06,1,56,53,200042174
COMMUNE_0000000009739891,Corlay,CORLAY,22047,Commune simple,916,10,4,22,53,200067460
COMMUNE_0000000009738986,Aucaleuc,AUCALEUC,22003,Commune simple,929,04,1,22,53,200068989
COMMUNE_0000000009742375,Locminé,LOCMINE,56117,Commune simple,4626,03,2,56,53,200096683
COMMUNE_0000000009742680,Pancé,PANCE,35212,Commune simple,1184,02,2,35,53,200070662
COMMUNE_0000000009741054,Illifaut,ILLIFAUT,22083,Commune simple,671,02,4,22,53,200067460
COMMUNE_0000000009738530,Pleslin-Trigavou,PLESLIN-TRIGAVOU,22190,Commune simple,3955,19,1,22,53,200068989
COMMUNE_0000000009741075,Langolen,LANGOLEN,29110,Commune simple,847,06,4,29,53,200068120
COMMUNE_0000000009738568,Bolazec,BOLAZEC,29012,Commune simple,175,07,2,29,53,200067197
COMMUNE_0000000009740658,Saint-Aubin-d'Aubigné,SAINT-AUBIN-D'AUBIGNE,35251,Commune simple,4159,01,3,35,53,243500667
COMMUNE_0000000009735740,Trébeurden,TREBEURDEN,22343,Commune simple,3761,12,3,22,53,200065928
COMMUNE_0000000009737670,Lantic,LANTIC,22117,Commune simple,1771,22,4,22,53,200069409
COMMUNE_0000000009741090,Audierne,AUDIERNE,29003,Commune simple,3697,10,4,29,53,242900629
COMMUNE_0000000009738956,Monthault,MONTHAULT,35190,Commune simple,246,09,1,35,53,200072452
COMMUNE_0000000009742394,Penmarch,PENMARCH,29158,Commune simple,5130,22,4,29,53,242900702
COMMUNE_0000000009737712,Plourin,PLOURIN,29208,Commune simple,1258,27,1,29,53,242900074
COMMUNE_0000000009737686,Plounérin,PLOUNERIN,22227,Commune simple,793,20,3,22,53,200065928
COMMUNE_0000000009744663,Pénestin,PENESTIN,56155,Commune simple,2028,11,3,56,53,244400610
COMMUNE_0000000009739036,Irvillac,IRVILLAC,29086,Commune simple,1443,21,1,29,53,242900801
COMMUNE_0000000009739034,Saint-Eloy,SAINT-ELOY,29246,Commune simple,221,21,1,29,53,242900801
COMMUNE_0000000009741399,Acigné,ACIGNE,35001,Commune simple,6888,13,3,35,53,243500139
COMMUNE_0000000009738107,Saint-Pôtan,SAINT-POTAN,22323,Commune simple,828,17,1,22,53,200068989
COMMUNE_0000000009742701,Sérent,SERENT,56244,Commune simple,3279,10,3,56,53,200066785
COMMUNE_0000000009742710,Languidic,LANGUIDIC,56101,Commune simple,8047,06,1,56,53,200042174
COMMUNE_0000000009738979,Saint-Hélen,SAINT-HELEN,22299,Commune simple,1531,08,1,22,53,200068989
COMMUNE_0000000009742073,Pont-Aven,PONT-AVEN,29217,Commune simple,2813,16,4,29,53,242900769
COMMUNE_0000000009735737,Louannec,LOUANNEC,22134,Commune simple,3085,12,3,22,53,200065928
COMMUNE_0000000009739009,Quintin,QUINTIN,22262,Commune simple,2783,15,4,22,53,200069409
COMMUNE_0000000009736764,Tréflez,TREFLEZ,29287,Commune simple,977,26,3,29,53,200067072
COMMUNE_0000000009741453,Plozévet,PLOZEVET,29215,Commune simple,2940,19,4,29,53,242900710
COMMUNE_0000000009743040,Ploemeur,PLOEMEUR,56162,Commune simple,18591,12,1,56,53,200042174
COMMUNE_0000000009738123,Ploumagoar,PLOUMAGOAR,22225,Commune simple,5411,05,2,22,53,200067981
COMMUNE_0000000009740290,La Motte,LA MOTTE,22155,Commune simple,2145,10,4,22,53,200067460
COMMUNE_0000000009742082,Tréméoc,TREMEOC,29296,Commune simple,1453,19,4,29,53,242900702
COMMUNE_0000000009742071,Mellac,MELLAC,29147,Commune simple,3329,25,4,29,53,242900694
COMMUNE_0000000009735734,Plouguiel,PLOUGUIEL,22221,Commune simple,1745,27,3,22,53,200065928
COMMUNE_0000000009736256,Kermaria-Sulard,KERMARIA-SULARD,22090,Commune simple,1101,12,3,22,53,200065928
COMMUNE_0000000009739886,Merléac,MERLEAC,22149,Commune simple,446,10,4,22,53,200067460
COMMUNE_0000000009742036,Saint-Armel,SAINT-ARMEL,35250,Commune simple,2271,12,3,35,53,243500139
COMMUNE_0000000009743365,Belz,BELZ,56013,Commune simple,3834,17,1,56,53,200043123
COMMUNE_0000000009738117,Trégomeur,TREGOMEUR,22356,Commune simple,948,15,2,22,53,200069086
COMMUNE_0000000009738535,Créhen,CREHEN,22049,Commune simple,1654,14,1,22,53,200068989
COMMUNE_0000000009741768,Bubry,BUBRY,56026,Commune simple,2273,05,1,56,53,200042174
COMMUNE_0000000009741395,Servon-sur-Vilaine,SERVON-SUR-VILAINE,35327,Commune simple,3864,05,3,35,53,243500659
COMMUNE_0000000009737249,Loc-Brévalaire,LOC-BREVALAIRE,29126,Commune simple,211,15,1,29,53,242900553
COMMUNE_0000000009738561,Bourbriac,BOURBRIAC,22013,Commune simple,2126,03,2,22,53,200067981
COMMUNE_0000000009738100,Tréméreuc,TREMEREUC,22368,Commune simple,731,19,1,22,53,243500725
COMMUNE_0000000009736757,Plougasnou,PLOUGASNOU,29188,Commune simple,2878,20,3,29,53,242900835
COMMUNE_0000000009740646,Parcé,PARCE,35214,Commune simple,647,08,1,35,53,200072452
COMMUNE_0000000009739841,Fougères,FOUGERES,35115,Sous-préfecture,20653,97,1,35,53,200072452
COMMUNE_0000000009738543,Coëtmieux,COETMIEUX,22044,Commune simple,1812,06,4,22,53,200069391
COMMUNE_0000000009742715,Guidel,GUIDEL,56078,Commune simple,11947,05,1,56,53,200042174
COMMUNE_0000000009743014,Carentoir,CARENTOIR,56033,Commune simple,3043,04,3,56,53,200066785
COMMUNE_0000000009742699,Val d'Oust,VAL D'OUST,56197,Commune simple,2790,10,2,56,53,200066777
COMMUNE_0000000009740700,Plouray,PLOURAY,56170,Commune simple,1033,02,2,56,53,245614417
COMMUNE_0000000009740314,Plomodiern,PLOMODIERN,29172,Commune simple,2251,09,2,29,53,200067247
COMMUNE_0000000009737253,Saint-Pabu,SAINT-PABU,29257,Commune simple,2067,18,1,29,53,242900553
COMMUNE_0000000009741433,Locmalo,LOCMALO,56113,Commune simple,898,02,2,56,53,245614417
COMMUNE_0000000009739893,Sainte-Tréphine,SAINTE-TREPHINE,22331,Commune simple,186,23,2,22,53,242200715
COMMUNE_0000000009740253,Javené,JAVENE,35137,Commune simple,2165,08,1,35,53,200072452
COMMUNE_0000000009744370,Sarzeau,SARZEAU,56240,Commune simple,8977,18,3,56,53,200067932
COMMUNE_0000000009737218,Kermoroc'h,KERMOROC'H,22091,Commune simple,433,01,2,22,53,200067981
COMMUNE_0000000009737247,Kernouës,KERNOUES,29094,Commune simple,656,15,1,29,53,242900793
COMMUNE_0000000009736730,Lanleff,LANLEFF,22108,Commune simple,122,11,2,22,53,200067981
COMMUNE_0000000009738112,Saint-Alban,SAINT-ALBAN,22273,Commune simple,2309,17,4,22,53,200069391
COMMUNE_0000000009737698,Plougar,PLOUGAR,29187,Commune simple,792,14,3,29,53,242900751
COMMUNE_0000000009738583,Le Relecq-Kerhuon,LE RELECQ-KERHUON,29235,Commune simple,11791,12,1,29,53,242900314
COMMUNE_0000000009739903,Landeleau,LANDELEAU,29102,Commune simple,967,07,2,29,53,242900561
COMMUNE_0000000009744044,Île-aux-Moines,ILE-AUX-MOINES,56087,Commune simple,628,20,3,56,53,200067932
COMMUNE_0000000009740277,Guitté,GUITTE,22071,Commune simple,725,02,1,22,53,200068989
COMMUNE_0000000009740679,Trémorel,TREMOREL,22371,Commune simple,1150,02,4,22,53,200067460
COMMUNE_0000000009738984,Trélivan,TRELIVAN,22364,Commune simple,2892,04,1,22,53,200068989
COMMUNE_0000000009738126,Coadout,COADOUT,22040,Commune simple,553,03,2,22,53,200067981
COMMUNE_0000000009740302,Glomel,GLOMEL,22061,Commune simple,1384,23,2,22,53,242200715
COMMUNE_0000000009740270,La Chapelle-Chaussée,LA CHAPELLE-CHAUSSEE,35058,Commune simple,1300,15,3,35,53,243500139
COMMUNE_0000002200276540,Piré-Chancé,PIRE-CHANCE,35220,Commune simple,3120,05,3,35,53,243500659
COMMUNE_0000000009740281,Lanrelas,LANRELAS,22114,Commune simple,856,02,4,22,53,200069391
COMMUNE_0000000009743699,Saint-Perreux,SAINT-PERREUX,56232,Commune simple,1065,04,3,56,53,243500741
COMMUNE_0000000009742068,Locunolé,LOCUNOLE,29136,Commune simple,1169,25,4,29,53,242900694
COMMUNE_0000000009743024,Saint-Guyomard,SAINT-GUYOMARD,56219,Commune simple,1426,10,3,56,53,200066785
COMMUNE_0000000009739867,Plouasne,PLOUASNE,22208,Commune simple,1729,08,1,22,53,200068989
COMMUNE_0000002200276539,Montauban-de-Bretagne,MONTAUBAN-DE-BRETAGNE,35184,Commune simple,6410,15,3,35,53,200038990
COMMUNE_0000000009738969,Trans-la-Forêt,TRANS-LA-FORET,35339,Commune simple,622,07,4,35,53,200070670
COMMUNE_0000000009737233,Taulé,TAULE,29279,Commune simple,2853,17,3,29,53,242900835
COMMUNE_0000000009742393,Plomeur,PLOMEUR,29171,Commune simple,3866,19,4,29,53,242900702
COMMUNE_0000000009740669,Gévezé,GEVEZE,35120,Commune simple,5890,14,3,35,53,243500139
COMMUNE_0000000009743346,Peillac,PEILLAC,56154,Commune simple,1857,04,3,56,53,243500741
COMMUNE_0000000009742368,Guillac,GUILLAC,56079,Commune simple,1383,13,2,56,53,200066777
COMMUNE_0000000009741068,Séglien,SEGLIEN,56242,Commune simple,638,02,2,56,53,245614433
COMMUNE_0000000009744366,Ambon,AMBON,56002,Commune simple,2055,11,3,56,53,200027027
COMMUNE_0000000009736737,Plouëc-du-Trieux,PLOUEC-DU-TRIEUX,22212,Commune simple,1143,01,2,22,53,200067981
COMMUNE_0000000009742365,Montertelot,MONTERTELOT,56139,Commune simple,365,13,2,56,53,200066777
COMMUNE_0000000009741411,Saint-Malon-sur-Mel,SAINT-MALON-SUR-MEL,35290,Commune simple,601,15,3,35,53,200038990
COMMUNE_0000000009739478,Lanfains,LANFAINS,22099,Commune simple,1104,15,4,22,53,200069409
COMMUNE_0000000009740259,Gahard,GAHARD,35118,Commune simple,1524,01,3,35,53,243500667
COMMUNE_0000000009741441,Le Faouët,LE FAOUET,56057,Commune simple,2808,02,2,56,53,245614417
COMMUNE_0000000009740683,Laurenan,LAURENAN,22122,Commune simple,739,02,4,22,53,200067460
COMMUNE_0000000009741390,Pocé-les-Bois,POCE-LES-BOIS,35229,Commune simple,1322,27,1,35,53,200039022
COMMUNE_0000000009737652,Saint-Méloir-des-Ondes,SAINT-MELOIR-DES-ONDES,35299,Commune simple,4591,25,4,35,53,243500782
COMMUNE_0000000009739868,Le Quiou,LE QUIOU,22263,Commune simple,351,08,1,22,53,200068989
COMMUNE_0000000009738144,Plouédern,PLOUEDERN,29181,Commune simple,3046,13,1,29,53,242900801
COMMUNE_0000000009741416,Mauron,MAURON,56127,Commune simple,3170,13,2,56,53,200066777
COMMUNE_0000000009736752,Locquirec,LOCQUIREC,29133,Commune simple,1528,20,3,29,53,242900835
COMMUNE_0000000009738147,Saint-Thonan,SAINT-THONAN,29268,Commune simple,1929,13,1,29,53,242900801
COMMUNE_0000000009736264,Roscoff,ROSCOFF,29239,Commune simple,3334,26,3,29,53,200067072
COMMUNE_0000000009738522,Plerguer,PLERGUER,35224,Commune simple,2846,07,4,35,53,243500782
COMMUNE_0000000009741437,Ploërdut,PLOERDUT,56163,Commune simple,1243,02,2,56,53,245614417
COMMUNE_0000000009742685,Saint-Malo-de-Phily,SAINT-MALO-DE-PHILY,35289,Commune simple,1069,17,2,35,53,200043990
COMMUNE_0000000009741401,Vezin-le-Coquet,VEZIN-LE-COQUET,35353,Commune simple,6337,24,3,35,53,243500139
COMMUNE_0000000009740300,Plouguernével,PLOUGUERNEVEL,22220,Commune simple,1605,23,2,22,53,242200715
COMMUNE_0000000009738141,La Roche-Maurice,LA ROCHE-MAURICE,29237,Commune simple,1838,13,1,29,53,242900801
COMMUNE_0000000009739007,Saint-Julien,SAINT-JULIEN,22307,Commune simple,2066,21,4,22,53,200069409
COMMUNE_0000000009741084,Confort-Meilars,CONFORT-MEILARS,29145,Commune simple,866,10,4,29,53,242900629
COMMUNE_0000000009738994,Bourseul,BOURSEUL,22014,Commune simple,1218,14,1,22,53,200068989
COMMUNE_0000000009744049,Saint-Philibert,SAINT-PHILIBERT,56233,Commune simple,1552,01,1,56,53,200043123
COMMUNE_0000000009741729,Cornillé,CORNILLE,35087,Commune simple,964,27,1,35,53,200039022
COMMUNE_0000000009742072,Le Trévoux,LE TREVOUX,29300,Commune simple,1609,16,4,29,53,242900694
COMMUNE_0000000009737683,Trégrom,TREGROM,22359,Commune simple,429,20,3,22,53,200065928
COMMUNE_0000000009740688,Saint-Caradec,SAINT-CARADEC,22279,Commune simple,1131,10,4,22,53,200067460
COMMUNE_0000000009736260,Ploulec'h,PLOULEC'H,22224,Commune simple,1578,07,3,22,53,200065928
COMMUNE_0000000009742355,Guignen,GUIGNEN,35127,Commune simple,4081,11,2,35,53,200043990
COMMUNE_0000000009742706,Saint-Jean-Brévelay,SAINT-JEAN-BREVELAY,56222,Commune simple,2868,10,2,56,53,200096683
COMMUNE_0000000009739445,Combourg,COMBOURG,35085,Commune simple,6203,06,4,35,53,243500733
COMMUNE_0000000009738106,Saint-Lormel,SAINT-LORMEL,22311,Commune simple,882,14,1,22,53,200068989
COMMUNE_0000000009737661,Pléboulle,PLEBOULLE,22174,Commune simple,768,17,1,22,53,200068989
COMMUNE_0000000009735739,Trégastel,TREGASTEL,22353,Commune simple,2541,12,3,22,53,200065928
COMMUNE_0000000009737651,Saint-Benoît-des-Ondes,SAINT-BENOIT-DES-ONDES,35255,Commune simple,969,07,4,35,53,243500782
COMMUNE_0000000009742059,Moréac,MOREAC,56140,Commune simple,3698,10,2,56,53,200096683
COMMUNE_0000000009740308,Lennon,LENNON,29123,Commune simple,789,06,2,29,53,200067247
COMMUNE_0000000009740689,Hémonstoir,HEMONSTOIR,22075,Commune simple,728,10,4,22,53,200067460
COMMUNE_0000000009745238,Le Palais,LE PALAIS,56152,Commune simple,2552,17,1,56,53,245600465
COMMUNE_0000000009740665,La Mézière,LA MEZIERE,35177,Commune simple,4912,14,3,35,53,243500667
COMMUNE_0000000009743716,Ploemel,PLOEMEL,56161,Commune simple,3056,17,1,56,53,200043123
COMMUNE_0000000009740648,Châtillon-en-Vendelais,CHATILLON-EN-VENDELAIS,35072,Commune simple,1701,27,1,35,53,200039022
COMMUNE_0000000009738579,Saint-Urbain,SAINT-URBAIN,29270,Commune simple,1667,21,1,29,53,242900801
COMMUNE_0000000009741060,La Chèze,LA CHEZE,22039,Commune simple,566,09,4,22,53,200067460
COMMUNE_0000000009740655,Gosné,GOSNE,35121,Commune simple,2051,08,3,35,53,243500774
COMMUNE_0000000009744662,Arzal,ARZAL,56004,Commune simple,1742,11,3,56,53,200027027
COMMUNE_0000000009742050,Campénéac,CAMPENEAC,56032,Commune simple,1891,13,2,56,53,200066777
COMMUNE_0000000009735732,Trédarzec,TREDARZEC,22347,Commune simple,1061,27,3,22,53,200065928
COMMUNE_0000000009740661,Saint-Germain-sur-Ille,SAINT-GERMAIN-SUR-ILLE,35274,Commune simple,1003,14,3,35,53,243500667
COMMUNE_0000000009742688,Val d'Anast,VAL D'ANAST,35168,Commune simple,3932,11,2,35,53,200043990
COMMUNE_0000000009739462,Mégrit,MEGRIT,22145,Commune simple,818,02,1,22,53,200068989
COMMUNE_0000002200276528,Poullaouen,POULLAOUEN,29227,Commune simple,1462,07,2,29,53,242900744
COMMUNE_0000000009739859,Saint-Domineuc,SAINT-DOMINEUC,35265,Commune simple,2553,06,4,35,53,243500733
COMMUNE_0000000009739019,Maël-Pestivien,MAEL-PESTIVIEN,22138,Commune simple,348,03,2,22,53,200067981
COMMUNE_0000000009744367,Le Tour-du-Parc,LE TOUR-DU-PARC,56252,Commune simple,1237,18,3,56,53,200067932
COMMUNE_0000000009742348,Janzé,JANZE,35136,Commune simple,8570,12,1,35,53,243500634
COMMUNE_0000000009735729,Lézardrieux,LEZARDRIEUX,22127,Commune simple,1582,27,3,22,53,200065928
COMMUNE_0000000009741745,Le Verger,LE VERGER,35351,Commune simple,1419,24,3,35,53,243500139
COMMUNE_0000000009738095,La Fresnais,LA FRESNAIS,35116,Commune simple,2527,07,4,35,53,243500782
COMMUNE_0000000009742705,Billio,BILLIO,56019,Commune simple,329,10,2,56,53,200096683
COMMUNE_0000000009738099,Châteauneuf-d'Ille-et-Vilaine,CHATEAUNEUF-D'ILLE-ET-VILAINE,35070,Commune simple,1693,07,4,35,53,243500782
COMMUNE_0000000009742369,Guégon,GUEGON,56070,Commune simple,2251,13,2,56,53,200066777
COMMUNE_0000000009738135,Plougonven,PLOUGONVEN,29191,Commune simple,3412,20,3,29,53,242900835
COMMUNE_0000000009742390,Plobannalec-Lesconil,PLOBANNALEC-LESCONIL,29165,Commune simple,3655,22,4,29,53,242900702
COMMUNE_0000000009741094,Île-de-Sein,ILE-DE-SEIN,29083,Commune simple,273,10,4,29,53,NR
COMMUNE_0000000009742997,Eancé,EANCE,35103,Commune simple,428,10,1,35,53,243500634
COMMUNE_0000000009737671,Tréguidel,TREGUIDEL,22361,Commune simple,631,22,2,22,53,200069086
COMMUNE_0000000009742671,Forges-la-Forêt,FORGES-LA-FORET,35114,Commune simple,262,10,1,35,53,243500634
COMMUNE_0000000009738515,Epiniac,EPINIAC,35104,Commune simple,1417,07,4,35,53,200070670
COMMUNE_0000000130920486,Saint-Symphorien,SAINT-SYMPHORIEN,35317,Commune simple,601,14,3,35,53,243500667
COMMUNE_0000000009743707,Berric,BERRIC,56015,Commune simple,2109,16,3,56,53,245614383
COMMUNE_0000000009739880,Plémy,PLEMY,22184,Commune simple,1589,13,4,22,53,200069391
COMMUNE_0000000009736739,Runan,RUNAN,22269,Commune simple,262,01,2,22,53,200067981
COMMUNE_0000000009744360,Péaule,PEAULE,56153,Commune simple,2782,11,3,56,53,200027027
COMMUNE_0000000009738529,Plouër-sur-Rance,PLOUER-SUR-RANCE,22213,Commune simple,3469,19,1,22,53,200068989
COMMUNE_0000000009741035,La Bouëxière,LA BOUEXIERE,35031,Commune simple,4563,13,3,35,53,243500774
COMMUNE_0000000009738133,Lannéanou,LANNEANOU,29114,Commune simple,344,20,3,29,53,242900835
COMMUNE_0000000009741028,Saint-M'Hervé,SAINT-M'HERVE,35300,Commune simple,1359,27,1,35,53,200039022
COMMUNE_0000000009742677,Lalleu,LALLEU,35140,Commune simple,570,02,2,35,53,200070662
COMMUNE_0000000009738131,Plougras,PLOUGRAS,22217,Commune simple,421,20,3,22,53,200065928
COMMUNE_0000000009740673,La Chapelle du Lou du Lac,LA CHAPELLE DU LOU DU LAC,35060,Commune simple,1025,15,3,35,53,200038990
COMMUNE_0000000009737238,Trézilidé,TREZILIDE,29301,Commune simple,402,14,3,29,53,242900751
COMMUNE_0000000009743349,Pluherlin,PLUHERLIN,56171,Commune simple,1518,16,3,56,53,245614383
COMMUNE_0000000009741061,Saint-Maudan,SAINT-MAUDAN,22314,Commune simple,398,09,4,22,53,200067460
COMMUNE_0000000009741430,Le Sourn,LE SOURN,56246,Commune simple,2135,15,2,56,53,245614433
COMMUNE_0000000009737250,Kernilis,KERNILIS,29093,Commune simple,1423,15,1,29,53,242900793
COMMUNE_0000000009741776,Saint-Yvi,SAINT-YVI,29272,Commune simple,3339,08,4,29,53,242900769
COMMUNE_0000000009739847,Saint-Hilaire-des-Landes,SAINT-HILAIRE-DES-LANDES,35280,Commune simple,1032,01,1,35,53,200070688
COMMUNE_0000000009739836,Laignelet,LAIGNELET,35138,Commune simple,1201,09,1,35,53,200072452
COMMUNE_0000000009739909,Dinéault,DINEAULT,29044,Commune simple,1863,09,2,29,53,200067247
COMMUNE_0000000009738098,Saint-Jouan-des-Guérets,SAINT-JOUAN-DES-GUERETS,35284,Commune simple,2801,26,4,35,53,243500782
COMMUNE_0000000009739003,Plédran,PLEDRAN,22176,Commune simple,6910,21,4,22,53,200069409
COMMUNE_0000002200276538,Luitré-Dompierre,LUITRE-DOMPIERRE,35163,Commune simple,1818,09,1,35,53,200072452
COMMUNE_0000000009736731,Yvias,YVIAS,22390,Commune simple,774,11,2,22,53,200067981
COMMUNE_0000000009741414,Muel,MUEL,35201,Commune simple,889,15,3,35,53,200038990
COMMUNE_0000000009737241,Saint-Vougay,SAINT-VOUGAY,29271,Commune simple,881,14,3,29,53,242900751
COMMUNE_0000000009744368,Surzur,SURZUR,56248,Commune simple,5008,18,3,56,53,200067932
COMMUNE_0000000009738514,Pleine-Fougères,PLEINE-FOUGERES,35222,Commune simple,1972,07,4,35,53,200070670
COMMUNE_0000000009739862,Trimer,TRIMER,35346,Commune simple,206,06,4,35,53,243500733
COMMUNE_0000000009740653,Saint-Aubin-du-Cormier,SAINT-AUBIN-DU-CORMIER,35253,Commune simple,4098,08,3,35,53,243500774
COMMUNE_0000000009743335,Saint-Sulpice-des-Landes,SAINT-SULPICE-DES-LANDES,35316,Commune simple,835,02,2,35,53,200070662
COMMUNE_0000000009738536,Pluduno,PLUDUNO,22237,Commune simple,2208,14,1,22,53,200068989
COMMUNE_0000000009741755,Guilliers,GUILLIERS,56080,Commune simple,1337,13,2,56,53,200066777
COMMUNE_0000000009744665,Quiberon,QUIBERON,56186,Commune simple,4688,17,1,56,53,200043123
COMMUNE_0000000009739888,Saint-Mayeux,SAINT-MAYEUX,22316,Commune simple,463,10,4,22,53,200067460
COMMUNE_0000000009740660,Chasné-sur-Illet,CHASNE-SUR-ILLET,35067,Commune simple,1649,13,3,35,53,243500774
COMMUNE_0000000009743355,Monterblanc,MONTERBLANC,56137,Commune simple,3316,21,3,56,53,200067932
COMMUNE_0000000009738143,Lanneuffret,LANNEUFFRET,29116,Commune simple,150,13,1,29,53,242900801
COMMUNE_0000000009737711,Milizac-Guipronvel,MILIZAC-GUIPRONVEL,29076,Commune simple,4649,27,1,29,53,242900074
COMMUNE_0000000009738546,Hillion,HILLION,22081,Commune simple,4274,26,4,22,53,200069409
COMMUNE_0000000009741070,Saint-Tugdual,SAINT-TUGDUAL,56238,Commune simple,370,02,2,56,53,245614417
COMMUNE_0000000009743008,Pipriac,PIPRIAC,35219,Commune simple,3870,17,2,35,53,243500741
COMMUNE_0000000009736759,Plougoulm,PLOUGOULM,29192,Commune simple,1767,26,3,29,53,200067072
COMMUNE_0000000009737678,Plouisy,PLOUISY,22223,Commune simple,2006,05,2,22,53,200067981
COMMUNE_0000000009737226,Plouzélambre,PLOUZELAMBRE,22235,Commune simple,214,20,3,22,53,200065928
COMMUNE_0000000009744035,Caden,CADEN,56028,Commune simple,1579,16,3,56,53,245614383
COMMUNE_0000002200276541,Rives-du-Couesnon,RIVES-DU-COUESNON,35282,Commune simple,2911,08,1,35,53,200072452
COMMUNE_0000000009742378,Baud,BAUD,56010,Commune simple,6228,15,2,56,53,200096675
COMMUNE_0000000009738551,La Méaugon,LA MEAUGON,22144,Commune simple,1332,21,4,22,53,200069409
COMMUNE_0000000009742998,Chelun,CHELUN,35077,Commune simple,346,10,1,35,53,243500634
COMMUNE_0000000009740275,Saint-Pern,SAINT-PERN,35307,Commune simple,1039,15,3,35,53,200038990
COMMUNE_0000000009741076,Landudal,LANDUDAL,29107,Commune simple,906,06,4,29,53,200068120
COMMUNE_0000000009738589,Plougonvelin,PLOUGONVELIN,29190,Commune simple,4410,27,1,29,53,242900074
COMMUNE_0000000009739874,Trémeur,TREMEUR,22369,Commune simple,797,02,4,22,53,200069391
COMMUNE_0000000009739865,Tréfumel,TREFUMEL,22352,Commune simple,275,08,1,22,53,200068989
COMMUNE_0000000009741452,Guiler-sur-Goyen,GUILER-SUR-GOYEN,29070,Commune simple,523,19,4,29,53,242900710
COMMUNE_0000000009738578,La Martyre,LA MARTYRE,29144,Commune simple,760,21,1,29,53,242900801
COMMUNE_0000000009741030,Taillis,TAILLIS,35330,Commune simple,1022,27,1,35,53,200039022
